slug,name,type,url
"iit-hyderabad-i-tic","IIT Hyderabad i-TIC","Accelerator","https://vcdekho.com/funds/iit-hyderabad-i-tic"
"iit-guwahati-technology-incubation-centre","IIT Guwahati Technology Incubation Centre","Accelerator","https://vcdekho.com/funds/iit-guwahati-technology-incubation-centre"
"iit-ropar-incubation-foundation","IIT Ropar Incubation Foundation","Accelerator","https://vcdekho.com/funds/iit-ropar-incubation-foundation"
"iit-mandi-catalyst","IIT Mandi Catalyst","Accelerator","https://vcdekho.com/funds/iit-mandi-catalyst"
"iit-indore-innovation","IIT Indore Innovation","Accelerator","https://vcdekho.com/funds/iit-indore-innovation"
"iit-bhubaneswar-research-and-entrepreneurship-park","IIT Bhubaneswar Research & Entrepreneurship Park","Accelerator","https://vcdekho.com/funds/iit-bhubaneswar-research-and-entrepreneurship-park"
"iit-roorkee-tides","IIT Roorkee TIDES","Accelerator","https://vcdekho.com/funds/iit-roorkee-tides"
"nitk-step","NITK STEP","Accelerator","https://vcdekho.com/funds/nitk-step"
"nit-trichy-tbi","NIT Trichy TBI","Accelerator","https://vcdekho.com/funds/nit-trichy-tbi"
"bits-pilani-tbi","BITS Pilani TBI","Accelerator","https://vcdekho.com/funds/bits-pilani-tbi"
"amrita-tbi","Amrita TBI","Accelerator","https://vcdekho.com/funds/amrita-tbi"
"vit-tbi","VIT-TBI","Accelerator","https://vcdekho.com/funds/vit-tbi"
"srm-innovation-incubation-centre","SRM Innovation Incubation Centre","Accelerator","https://vcdekho.com/funds/srm-innovation-incubation-centre"
"iim-lucknow-enterprise-incubator","IIM Lucknow Enterprise Incubator","Accelerator","https://vcdekho.com/funds/iim-lucknow-enterprise-incubator"
"iim-kozhikode-live","IIM Kozhikode LIVE","Accelerator","https://vcdekho.com/funds/iim-kozhikode-live"
"icreate","iCreate","Accelerator","https://vcdekho.com/funds/icreate"
"deshpande-startups","Deshpande Startups","Accelerator","https://vcdekho.com/funds/deshpande-startups"
"startup-punjab","Startup Punjab","Accelerator","https://vcdekho.com/funds/startup-punjab"
"startup-haryana","Startup Haryana","Accelerator","https://vcdekho.com/funds/startup-haryana"
"meity-tide-2-0","MeitY TIDE 2.0","Government Grant","https://vcdekho.com/funds/meity-tide-2-0"
"rtbi-iit-madras","RTBI IIT Madras","Accelerator","https://vcdekho.com/funds/rtbi-iit-madras"
"dasra","Dasra","Accelerator","https://vcdekho.com/funds/dasra"
"acumen-academy-india","Acumen Academy India","Accelerator","https://vcdekho.com/funds/acumen-academy-india"
"intellecap","Intellecap","Accelerator","https://vcdekho.com/funds/intellecap"
"nasscom-coe-fintech","NASSCOM CoE Fintech","Accelerator","https://vcdekho.com/funds/nasscom-coe-fintech"
"nasscom-coe-iot-and-ai","NASSCOM CoE IoT & AI","Accelerator","https://vcdekho.com/funds/nasscom-coe-iot-and-ai"
"razorpay-rize","Razorpay Rize","Accelerator","https://vcdekho.com/funds/razorpay-rize"
"mahindra-sparkle","Mahindra Sparkle","Accelerator","https://vcdekho.com/funds/mahindra-sparkle"
"plaksha-university-launchpad","Plaksha University Launchpad","Accelerator","https://vcdekho.com/funds/plaksha-university-launchpad"
"ashoka-university-entrepreneurship","Ashoka University Entrepreneurship","Accelerator","https://vcdekho.com/funds/ashoka-university-entrepreneurship"
"aic-banasthali","AIC Banasthali","Accelerator","https://vcdekho.com/funds/aic-banasthali"
"aic-nitte","AIC NITTE","Accelerator","https://vcdekho.com/funds/aic-nitte"
"manipal-universal-tbi","Manipal Universal TBI","Accelerator","https://vcdekho.com/funds/manipal-universal-tbi"
"genome-valley-bio-incubators","Genome Valley Bio Incubators","Accelerator","https://vcdekho.com/funds/genome-valley-bio-incubators"
"rkvy-raftaar-incubators","RKVY-RAFTAAR Incubators","Accelerator","https://vcdekho.com/funds/rkvy-raftaar-incubators"
"goa-startup-mission","Goa Startup Mission","Accelerator","https://vcdekho.com/funds/goa-startup-mission"
"startup-madhya-pradesh","Startup Madhya Pradesh","Accelerator","https://vcdekho.com/funds/startup-madhya-pradesh"
"startup-jharkhand","Startup Jharkhand","Accelerator","https://vcdekho.com/funds/startup-jharkhand"
"bihar-startup-fund-programs","Bihar Startup Fund programs","Accelerator","https://vcdekho.com/funds/bihar-startup-fund-programs"
"startup-himachal","Startup Himachal","Accelerator","https://vcdekho.com/funds/startup-himachal"
"startup-j-and-k","Startup J&K","Accelerator","https://vcdekho.com/funds/startup-j-and-k"
"chhattisgarh-startup","Chhattisgarh Startup","Accelerator","https://vcdekho.com/funds/chhattisgarh-startup"
"village-capital-india","Village Capital India","Accelerator","https://vcdekho.com/funds/village-capital-india"
"bosch-startup-harbor-india","Bosch Startup Harbor India","Accelerator","https://vcdekho.com/funds/bosch-startup-harbor-india"
"intel-india-ignite","Intel India Ignite","Accelerator","https://vcdekho.com/funds/intel-india-ignite"
"qualcomm-design-in-india-startup","Qualcomm Design in India Startup","Accelerator","https://vcdekho.com/funds/qualcomm-design-in-india-startup"
"cashfree-for-startups","Cashfree for Startups","Accelerator","https://vcdekho.com/funds/cashfree-for-startups"
"021-capital","021 Capital","Venture Capital","https://vcdekho.com/funds/021-capital"
"108-capital","108 Capital","Venture Capital","https://vcdekho.com/funds/108-capital"
"77-east-ventures","77 East Ventures","Venture Capital","https://vcdekho.com/funds/77-east-ventures"
"888-vc","888 VC","Accelerator","https://vcdekho.com/funds/888-vc"
"aagama-ventures","Aagama Ventures","Venture Capital","https://vcdekho.com/funds/aagama-ventures"
"advantedge","Advantedge","Venture Capital","https://vcdekho.com/funds/advantedge"
"allvest","Allvest","Private Equity","https://vcdekho.com/funds/allvest"
"alyxis-ventures","Alyxis Ventures","Venture Capital","https://vcdekho.com/funds/alyxis-ventures"
"asha-ventures","Asha Ventures","Venture Capital","https://vcdekho.com/funds/asha-ventures"
"audacity-ventures","Audacity Ventures","Venture Capital","https://vcdekho.com/funds/audacity-ventures"
"audten-capital","AudTen Capital","Venture Capital","https://vcdekho.com/funds/audten-capital"
"avatar-growth-capital","Avatar Growth Capital","Private Equity","https://vcdekho.com/funds/avatar-growth-capital"
"beams-vc","Beams VC","Venture Capital","https://vcdekho.com/funds/beams-vc"
"beyondseed","BeyondSeed","Angel / Individual","https://vcdekho.com/funds/beyondseed"
"breathe-capital","Breathe Capital","Venture Capital","https://vcdekho.com/funds/breathe-capital"
"capitar-ventures","Capitar Ventures","Venture Capital","https://vcdekho.com/funds/capitar-ventures"
"cdm-capital","CDM Capital","Venture Capital","https://vcdekho.com/funds/cdm-capital"
"chakra-fund","Chakra Fund","Venture Capital","https://vcdekho.com/funds/chakra-fund"
"cogniphy","Cogniphy","Angel / Individual","https://vcdekho.com/funds/cogniphy"
"consumerx-ventures","ConsumerX Ventures","Venture Capital","https://vcdekho.com/funds/consumerx-ventures"
"dezerv","Dezerv","Venture Capital","https://vcdekho.com/funds/dezerv"
"disruption-fund","Disruption Fund","Venture Capital","https://vcdekho.com/funds/disruption-fund"
"ekamya","Ekamya","Venture Capital","https://vcdekho.com/funds/ekamya"
"equanimity-ventures","Equanimity Ventures","Venture Capital","https://vcdekho.com/funds/equanimity-ventures"
"equentis","Equentis","Angel / Individual","https://vcdekho.com/funds/equentis"
"equirus-ventures","Equirus Ventures","Venture Capital","https://vcdekho.com/funds/equirus-ventures"
"faering-capital","Faering Capital","Private Equity","https://vcdekho.com/funds/faering-capital"
"fbc-fund","FBC Fund","Venture Capital","https://vcdekho.com/funds/fbc-fund"
"first-and-fast-capital","First and Fast Capital","Venture Capital","https://vcdekho.com/funds/first-and-fast-capital"
"first-assetz","First Assetz","Venture Capital","https://vcdekho.com/funds/first-assetz"
"firstport-capital","FirstPort Capital","Venture Capital","https://vcdekho.com/funds/firstport-capital"
"fundalogical-ventures","Fundalogical Ventures","Venture Capital","https://vcdekho.com/funds/fundalogical-ventures"
"fundamental-ventures","Fundamental Ventures","Venture Capital","https://vcdekho.com/funds/fundamental-ventures"
"getfive","GetFive","Venture Capital","https://vcdekho.com/funds/getfive"
"gnan-circle","Gnan Circle","Venture Capital","https://vcdekho.com/funds/gnan-circle"
"green-marble-vc","Green Marble VC","Venture Capital","https://vcdekho.com/funds/green-marble-vc"
"growthally-capital","GrowthAlly Capital","Venture Capital","https://vcdekho.com/funds/growthally-capital"
"hegd-investments","Hegd Investments","Private Equity","https://vcdekho.com/funds/hegd-investments"
"ikp-venture","IKP Venture","Venture Capital","https://vcdekho.com/funds/ikp-venture"
"incred-ventures","InCred Ventures","Angel / Individual","https://vcdekho.com/funds/incred-ventures"
"incube8-ventures","Incube8 Ventures","Venture Capital","https://vcdekho.com/funds/incube8-ventures"
"induckt-vc","Induckt VC","Venture Capital","https://vcdekho.com/funds/induckt-vc"
"indusbridge-ventures","Indusbridge Ventures","Venture Capital","https://vcdekho.com/funds/indusbridge-ventures"
"infinyte-club","Infinyte Club","Angel / Individual","https://vcdekho.com/funds/infinyte-club"
"ixp-lifesciences","IXP Lifesciences","Venture Capital","https://vcdekho.com/funds/ixp-lifesciences"
"j4s-alliance","J4S Alliance","Venture Capital","https://vcdekho.com/funds/j4s-alliance"
"jamwant-ventures","Jamwant Ventures","Venture Capital","https://vcdekho.com/funds/jamwant-ventures"
"lavni-ventures","Lavni Ventures","Venture Capital","https://vcdekho.com/funds/lavni-ventures"
"longview-ventures","LongView Ventures","Venture Capital","https://vcdekho.com/funds/longview-ventures"
"makia-capital","Makia Capital","Venture Capital","https://vcdekho.com/funds/makia-capital"
"mela-ventures","Mela Ventures","Venture Capital","https://vcdekho.com/funds/mela-ventures"
"merisis-ventures","Merisis Ventures","Venture Capital","https://vcdekho.com/funds/merisis-ventures"
"morphosis-ventures","Morphosis Ventures","Venture Capital","https://vcdekho.com/funds/morphosis-ventures"
"navam-capital","Navam Capital","Venture Capital","https://vcdekho.com/funds/navam-capital"
"naya-ventures","Naya Ventures","Venture Capital","https://vcdekho.com/funds/naya-ventures"
"negen-capital","Negen Capital","Angel / Individual","https://vcdekho.com/funds/negen-capital"
"new-leaf","New Leaf","Venture Capital","https://vcdekho.com/funds/new-leaf"
"nilacap","NilaCap","Venture Capital","https://vcdekho.com/funds/nilacap"
"onepoint44","OnePoint44","Venture Capital","https://vcdekho.com/funds/onepoint44"
"paniit-alumni","PanIIT Alumni","Venture Capital","https://vcdekho.com/funds/paniit-alumni"
"pangram-ventures","Pangram Ventures","Venture Capital","https://vcdekho.com/funds/pangram-ventures"
"paragon-partners","Paragon Partners","Private Equity","https://vcdekho.com/funds/paragon-partners"
"perpetuity","Perpetuity","Angel / Individual","https://vcdekho.com/funds/perpetuity"
"phi-capital","Phi Capital","Venture Capital","https://vcdekho.com/funds/phi-capital"
"pivot-ventures","Pivot Ventures","Venture Capital","https://vcdekho.com/funds/pivot-ventures"
"prana-ventures","Prana Ventures","Venture Capital","https://vcdekho.com/funds/prana-ventures"
"refex-capital","Refex Capital","Venture Capital","https://vcdekho.com/funds/refex-capital"
"revanta-capital","Revanta Capital","Private Equity","https://vcdekho.com/funds/revanta-capital"
"rockstud-capital","Rockstud Capital","Venture Capital","https://vcdekho.com/funds/rockstud-capital"
"roots-ventures","Roots Ventures","Venture Capital","https://vcdekho.com/funds/roots-ventures"
"roving-partners","Roving Partners","Venture Capital","https://vcdekho.com/funds/roving-partners"
"silver-needle","Silver Needle","Venture Capital","https://vcdekho.com/funds/silver-needle"
"sistema-asia-fund","Sistema Asia Fund","Venture Capital","https://vcdekho.com/funds/sistema-asia-fund"
"small-ticket-funding","Small Ticket Funding","Venture Capital","https://vcdekho.com/funds/small-ticket-funding"
"soonicorn-ventures","Soonicorn Ventures","Angel / Individual","https://vcdekho.com/funds/soonicorn-ventures"
"startup-o","Startup-O","Venture Capital","https://vcdekho.com/funds/startup-o"
"sucseed-indovation","SucSEED Indovation","Venture Capital","https://vcdekho.com/funds/sucseed-indovation"
"swishin-ventures","Swishin Ventures","Venture Capital","https://vcdekho.com/funds/swishin-ventures"
"takshil-ventures","Takshil Ventures","Venture Capital","https://vcdekho.com/funds/takshil-ventures"
"tavasya-capital","Tavasya Capital","Venture Capital","https://vcdekho.com/funds/tavasya-capital"
"tenacity-ventures","Tenacity Ventures","Venture Capital","https://vcdekho.com/funds/tenacity-ventures"
"thinkuvate","Thinkuvate","Venture Capital","https://vcdekho.com/funds/thinkuvate"
"tilt-capital","Tilt Capital","Venture Capital","https://vcdekho.com/funds/tilt-capital"
"transcon-capital","TransCon Capital","Venture Capital","https://vcdekho.com/funds/transcon-capital"
"transition-vc","Transition VC","Angel / Individual","https://vcdekho.com/funds/transition-vc"
"tryrock-capital","Tryrock Capital","Venture Capital","https://vcdekho.com/funds/tryrock-capital"
"v-cube-ventures","V-Cube Ventures","Venture Capital","https://vcdekho.com/funds/v-cube-ventures"
"valleynxt-ventures","ValleyNXT Ventures","Venture Capital","https://vcdekho.com/funds/valleynxt-ventures"
"ventana-ventures","Ventana Ventures","Venture Capital","https://vcdekho.com/funds/ventana-ventures"
"venture-gurukool","Venture Gurukool","Venture Capital","https://vcdekho.com/funds/venture-gurukool"
"vincere-partners","Vincere Partners","Private Equity","https://vcdekho.com/funds/vincere-partners"
"w-health-ventures","W Health Ventures","Venture Capital","https://vcdekho.com/funds/w-health-ventures"
"white-whale","White Whale","Venture Capital","https://vcdekho.com/funds/white-whale"
"wisdom-smith-angels","Wisdom Smith Angels","Angel / Individual","https://vcdekho.com/funds/wisdom-smith-angels"
"startup-india-seed-fund-scheme-sisfs","Startup India Seed Fund Scheme (SISFS)","Government Grant","https://vcdekho.com/funds/startup-india-seed-fund-scheme-sisfs"
"meity-samridh","MeitY SAMRIDH","Government Grant","https://vcdekho.com/funds/meity-samridh"
"nidhi-eir","NIDHI-EIR","Government Grant","https://vcdekho.com/funds/nidhi-eir"
"nidhi-seed-support-programme-ssp","NIDHI Seed Support Programme (SSP)","Government Grant","https://vcdekho.com/funds/nidhi-seed-support-programme-ssp"
"birac-seed-fund","BIRAC SEED Fund","Government Grant","https://vcdekho.com/funds/birac-seed-fund"
"karnataka-elevate","Karnataka ELEVATE","Government Grant","https://vcdekho.com/funds/karnataka-elevate"
"tanseed-startuptn","TANSEED (StartupTN)","Government Grant","https://vcdekho.com/funds/tanseed-startuptn"
"msins-seed-fund-maharashtra","MSInS Seed Fund (Maharashtra)","Government Grant","https://vcdekho.com/funds/msins-seed-fund-maharashtra"
"gujarat-ssip-2-0","Gujarat SSIP 2.0","Government Grant","https://vcdekho.com/funds/gujarat-ssip-2-0"
"in-space-seed-fund-scheme","IN-SPACe Seed Fund Scheme","Government Grant","https://vcdekho.com/funds/in-space-seed-fund-scheme"
"haryana-seed-grant-startup-haryana","Haryana Seed Grant (Startup Haryana)","Government Grant","https://vcdekho.com/funds/haryana-seed-grant-startup-haryana"
"goa-seed-capital-grant","Goa Seed Capital Grant","Government Grant","https://vcdekho.com/funds/goa-seed-capital-grant"
"punjab-seed-grant","Punjab Seed Grant","Government Grant","https://vcdekho.com/funds/punjab-seed-grant"
"startup-odisha-product-development-assistance","Startup Odisha Product Development Assistance","Government Grant","https://vcdekho.com/funds/startup-odisha-product-development-assistance"
"jharkhand-startup-prototype-grant","Jharkhand Startup Prototype Grant","Government Grant","https://vcdekho.com/funds/jharkhand-startup-prototype-grant"
"bihar-seed-grant","Bihar Seed Grant","Government Grant","https://vcdekho.com/funds/bihar-seed-grant"
"up-startup-policy-seed-support","UP Startup Policy Seed Support","Government Grant","https://vcdekho.com/funds/up-startup-policy-seed-support"
"him-startup-yojana-himachal-pradesh","HIM Startup Yojana (Himachal Pradesh)","Government Grant","https://vcdekho.com/funds/him-startup-yojana-himachal-pradesh"
"istart-rajasthan-seed-fund","iStart Rajasthan Seed Fund","Government Grant","https://vcdekho.com/funds/istart-rajasthan-seed-fund"
"mp-investment-assistance-grant","MP Investment Assistance Grant","Government Grant","https://vcdekho.com/funds/mp-investment-assistance-grant"
"battery-ventures","Battery Ventures","Venture Capital","https://vcdekho.com/funds/battery-ventures"
"felicis","Felicis","Venture Capital","https://vcdekho.com/funds/felicis"
"foundation-capital","Foundation Capital","Venture Capital","https://vcdekho.com/funds/foundation-capital"
"granite-asia","Granite Asia","Venture Capital","https://vcdekho.com/funds/granite-asia"
"canaan-partners","Canaan Partners","Venture Capital","https://vcdekho.com/funds/canaan-partners"
"wtfund","WTFund","Accelerator","https://vcdekho.com/funds/wtfund"
